mode,size_bytes,size_kb,size_mb,elements,total_ns,ns_per_iter
random_index,1917952,1873.000000,1.829102,479488,1286500,2.683070
sequential,1918976,1874.000000,1.830078,479744,334500,0.697247
random,1918976,1874.000000,1.830078,479744,15808500,32.951949
random_index,1918976,1874.000000,1.830078,479744,1207400,2.516759
sequential,1920000,1875.000000,1.831055,480000,282500,0.588542
random,1920000,1875.000000,1.831055,480000,15974600,33.280417
random_index,1920000,1875.000000,1.831055,480000,1247800,2.599583
sequential,1921024,1876.000000,1.832031,480256,277200,0.577192
random,1921024,1876.000000,1.832031,480256,16228000,33.790312
random_index,1921024,1876.000000,1.832031,480256,1314500,2.737082
sequential,1922048,1877.000000,1.833008,480512,277400,0.577301
random,1922048,1877.000000,1.833008,480512,16188500,33.690106
random_index,1922048,1877.000000,1.833008,480512,1267400,2.637603
sequential,1923072,1878.000000,1.833984,480768,277600,0.577409
random,1923072,1878.000000,1.833984,480768,15810100,32.885092
random_index,1923072,1878.000000,1.833984,480768,1324300,2.754551
sequential,1924096,1879.000000,1.834961,481024,277600,0.577102
random,1924096,1879.000000,1.834961,481024,16016600,33.296883
random_index,1924096,1879.000000,1.834961,481024,1334400,2.774082
sequential,1925120,1880.000000,1.835938,481280,516100,1.072349
random,1925120,1880.000000,1.835938,481280,16273700,33.813373
random_index,1925120,1880.000000,1.835938,481280,1357500,2.820603
sequential,1926144,1881.000000,1.836914,481536,278000,0.577319
random,1926144,1881.000000,1.836914,481536,15996400,33.219531
random_index,1926144,1881.000000,1.836914,481536,1271100,2.639678
sequential,1927168,1882.000000,1.837891,481792,279200,0.579503
random,1927168,1882.000000,1.837891,481792,15861400,32.921676
random_index,1927168,1882.000000,1.837891,481792,1264400,2.624369
sequential,1928192,1883.000000,1.838867,482048,279600,0.580025
random,1928192,1883.000000,1.838867,482048,16407600,34.037274
random_index,1928192,1883.000000,1.838867,482048,1265700,2.625672
sequential,1929216,1884.000000,1.839844,482304,278800,0.578059
random,1929216,1884.000000,1.839844,482304,16005700,33.185916
random_index,1929216,1884.000000,1.839844,482304,1238400,2.567675
sequential,1930240,1885.000000,1.840820,482560,278700,0.577545
random,1930240,1885.000000,1.840820,482560,16033000,33.224884
random_index,1930240,1885.000000,1.840820,482560,1339700,2.776235
sequential,1931264,1886.000000,1.841797,482816,279900,0.579724
random,1931264,1886.000000,1.841797,482816,16118900,33.385182
random_index,1931264,1886.000000,1.841797,482816,1230900,2.549418
sequential,1932288,1887.000000,1.842773,483072,296100,0.612952
random,1932288,1887.000000,1.842773,483072,17885700,37.024916
random_index,1932288,1887.000000,1.842773,483072,1302200,2.695664
sequential,1933312,1888.000000,1.843750,483328,278900,0.577041
random,1933312,1888.000000,1.843750,483328,16031400,33.168780
random_index,1933312,1888.000000,1.843750,483328,1330000,2.751755
sequential,1934336,1889.000000,1.844727,483584,279300,0.577563
random,1934336,1889.000000,1.844727,483584,16027200,33.142536
random_index,1934336,1889.000000,1.844727,483584,1342300,2.775733
sequential,1935360,1890.000000,1.845703,483840,283700,0.586351
random,1935360,1890.000000,1.845703,483840,15998000,33.064649
random_index,1935360,1890.000000,1.845703,483840,1294900,2.676298
sequential,1936384,1891.000000,1.846680,484096,279800,0.577985
random,1936384,1891.000000,1.846680,484096,16023200,33.099220
random_index,1936384,1891.000000,1.846680,484096,1341400,2.770938
sequential,1937408,1892.000000,1.847656,484352,279600,0.577266
random,1937408,1892.000000,1.847656,484352,16599900,34.272389
random_index,1937408,1892.000000,1.847656,484352,1330200,2.746350
sequential,1938432,1893.000000,1.848633,484608,753500,1.554865
random,1938432,1893.000000,1.848633,484608,16056700,33.133378
random_index,1938432,1893.000000,1.848633,484608,1331800,2.748201
sequential,1939456,1894.000000,1.849609,484864,293000,0.604293
random,1939456,1894.000000,1.849609,484864,16170700,33.351002
random_index,1939456,1894.000000,1.849609,484864,1348300,2.780780
sequential,1940480,1895.000000,1.850586,485120,339000,0.698796
random,1940480,1895.000000,1.850586,485120,16220700,33.436469
random_index,1940480,1895.000000,1.850586,485120,1295800,2.671092
sequential,1941504,1896.000000,1.851562,485376,284000,0.585113
random,1941504,1896.000000,1.851562,485376,16957800,34.937451
random_index,1941504,1896.000000,1.851562,485376,1349100,2.779495
sequential,1942528,1897.000000,1.852539,485632,281600,0.579863
random,1942528,1897.000000,1.852539,485632,16143800,33.242867
random_index,1942528,1897.000000,1.852539,485632,1301000,2.678983
sequential,1943552,1898.000000,1.853516,485888,280400,0.577088
random,1943552,1898.000000,1.853516,485888,16173200,33.285860
random_index,1943552,1898.000000,1.853516,485888,1299100,2.673661
sequential,1944576,1899.000000,1.854492,486144,280800,0.577607
random,1944576,1899.000000,1.854492,486144,16369100,33.671299
random_index,1944576,1899.000000,1.854492,486144,1299400,2.672871
sequential,1945600,1900.000000,1.855469,486400,280800,0.577303
random,1945600,1900.000000,1.855469,486400,16195600,33.296875
random_index,1945600,1900.000000,1.855469,486400,1291900,2.656044
sequential,1946624,1901.000000,1.856445,486656,314900,0.647069
random,1946624,1901.000000,1.856445,486656,16191400,33.270729
random_index,1946624,1901.000000,1.856445,486656,1241700,2.551494
sequential,1947648,1902.000000,1.857422,486912,281200,0.577517
random,1947648,1902.000000,1.857422,486912,16082700,33.029993
random_index,1947648,1902.000000,1.857422,486912,1278300,2.625320
sequential,1948672,1903.000000,1.858398,487168,305500,0.627094
random,1948672,1903.000000,1.858398,487168,16419800,33.704595
random_index,1948672,1903.000000,1.858398,487168,1252200,2.570366
sequential,1949696,1904.000000,1.859375,487424,293900,0.602966
random,1949696,1904.000000,1.859375,487424,16501000,33.853483
random_index,1949696,1904.000000,1.859375,487424,1324900,2.718167
sequential,1950720,1905.000000,1.860352,487680,281400,0.577018
random,1950720,1905.000000,1.860352,487680,16200100,33.218709
random_index,1950720,1905.000000,1.860352,487680,1373100,2.815576
sequential,1951744,1906.000000,1.861328,487936,303600,0.622213
random,1951744,1906.000000,1.861328,487936,16494400,33.804433
random_index,1951744,1906.000000,1.861328,487936,1272100,2.607104
sequential,1952768,1907.000000,1.862305,488192,281700,0.577027
random,1952768,1907.000000,1.862305,488192,16230000,33.245117
random_index,1952768,1907.000000,1.862305,488192,1300300,2.663501
sequential,1953792,1908.000000,1.863281,488448,285000,0.583481
random,1953792,1908.000000,1.863281,488448,22429100,45.919115
random_index,1953792,1908.000000,1.863281,488448,1439400,2.946885
sequential,1954816,1909.000000,1.864258,488704,283100,0.579287
random,1954816,1909.000000,1.864258,488704,16933700,34.650218
random_index,1954816,1909.000000,1.864258,488704,1319900,2.700817
sequential,1955840,1910.000000,1.865234,488960,282400,0.577552
random,1955840,1910.000000,1.865234,488960,16225600,33.183901
random_index,1955840,1910.000000,1.865234,488960,1320500,2.700630
sequential,1956864,1911.000000,1.866211,489216,283100,0.578681
random,1956864,1911.000000,1.866211,489216,16308000,33.334969
random_index,1956864,1911.000000,1.866211,489216,1384500,2.830038
sequential,1957888,1912.000000,1.867188,489472,282600,0.577357
random,1957888,1912.000000,1.867188,489472,17551700,35.858435
random_index,1957888,1912.000000,1.867188,489472,1338200,2.733966
sequential,1958912,1913.000000,1.868164,489728,282600,0.577055
random,1958912,1913.000000,1.868164,489728,17780100,36.306072
random_index,1958912,1913.000000,1.868164,489728,1318600,2.692515
sequential,1959936,1914.000000,1.869141,489984,282900,0.577366
random,1959936,1914.000000,1.869141,489984,16092500,32.842909
random_index,1959936,1914.000000,1.869141,489984,1299100,2.651311
sequential,1960960,1915.000000,1.870117,490240,456100,0.930361
random,1960960,1915.000000,1.870117,490240,16235600,33.117657
random_index,1960960,1915.000000,1.870117,490240,1284900,2.620961
sequential,1961984,1916.000000,1.871094,490496,290600,0.592462
random,1961984,1916.000000,1.871094,490496,16230900,33.090790
random_index,1961984,1916.000000,1.871094,490496,1362000,2.776781
sequential,1963008,1917.000000,1.872070,490752,329600,0.671622
random,1963008,1917.000000,1.872070,490752,16478100,33.577245
random_index,1963008,1917.000000,1.872070,490752,1281600,2.611502
sequential,1964032,1918.000000,1.873047,491008,283500,0.577384
random,1964032,1918.000000,1.873047,491008,16406300,33.413509
random_index,1964032,1918.000000,1.873047,491008,1381300,2.813192
sequential,1965056,1919.000000,1.874023,491264,283500,0.577083
random,1965056,1919.000000,1.874023,491264,16330700,33.242208
random_index,1965056,1919.000000,1.874023,491264,1343700,2.735189
sequential,1966080,1920.000000,1.875000,491520,283800,0.577393
random,1966080,1920.000000,1.875000,491520,16410700,33.387655
random_index,1966080,1920.000000,1.875000,491520,1309200,2.663574
sequential,1967104,1921.000000,1.875977,491776,283900,0.577295
random,1967104,1921.000000,1.875977,491776,16563700,33.681392
random_index,1967104,1921.000000,1.875977,491776,1395800,2.838284
sequential,1968128,1922.000000,1.876953,492032,284600,0.578418
random,1968128,1922.000000,1.876953,492032,16202700,32.930175
random_index,1968128,1922.000000,1.876953,492032,1300600,2.643324
sequential,1969152,1923.000000,1.877930,492288,284100,0.577101
random,1969152,1923.000000,1.877930,492288,16253200,33.015633
random_index,1969152,1923.000000,1.877930,492288,1373100,2.789221
sequential,1970176,1924.000000,1.878906,492544,284400,0.577410
random,1970176,1924.000000,1.878906,492544,16730900,33.968336
random_index,1970176,1924.000000,1.878906,492544,1321200,2.682400
sequential,1971200,1925.000000,1.879883,492800,284500,0.577313
random,1971200,1925.000000,1.879883,492800,16462500,33.406047
random_index,1971200,1925.000000,1.879883,492800,1376900,2.794034
sequential,1972224,1926.000000,1.880859,493056,284500,0.577014
random,1972224,1926.000000,1.880859,493056,17015600,34.510482
random_index,1972224,1926.000000,1.880859,493056,1294300,2.625057
sequential,1973248,1927.000000,1.881836,493312,284700,0.577120
random,1973248,1927.000000,1.881836,493312,16475400,33.397525
random_index,1973248,1927.000000,1.881836,493312,1373900,2.785053
sequential,1974272,1928.000000,1.882812,493568,284800,0.577023
random,1974272,1928.000000,1.882812,493568,16582800,33.597802
random_index,1974272,1928.000000,1.882812,493568,1335700,2.706213
sequential,1975296,1929.000000,1.883789,493824,285000,0.577129
random,1975296,1929.000000,1.883789,493824,17244400,34.920133
random_index,1975296,1929.000000,1.883789,493824,1334100,2.701570
sequential,1976320,1930.000000,1.884766,494080,285200,0.577234
random,1976320,1930.000000,1.884766,494080,17133700,34.677987
random_index,1976320,1930.000000,1.884766,494080,1246000,2.521859
sequential,1977344,1931.000000,1.885742,494336,285300,0.577138
random,1977344,1931.000000,1.885742,494336,16480300,33.338256
random_index,1977344,1931.000000,1.885742,494336,1308100,2.646176
sequential,1978368,1932.000000,1.886719,494592,285400,0.577041
random,1978368,1932.000000,1.886719,494592,16446400,33.252459
random_index,1978368,1932.000000,1.886719,494592,1391200,2.812823
sequential,1979392,1933.000000,1.887695,494848,808900,1.634643
random,1979392,1933.000000,1.887695,494848,16764900,33.878888
random_index,1979392,1933.000000,1.887695,494848,1332500,2.692746
sequential,1980416,1934.000000,1.888672,495104,285900,0.577454
random,1980416,1934.000000,1.888672,495104,16658400,33.646264
random_index,1980416,1934.000000,1.888672,495104,1341600,2.709734
sequential,1981440,1935.000000,1.889648,495360,420400,0.848676
random,1981440,1935.000000,1.889648,495360,16716200,33.745559
random_index,1981440,1935.000000,1.889648,495360,1307000,2.638485
sequential,1982464,1936.000000,1.890625,495616,464700,0.937621
random,1982464,1936.000000,1.890625,495616,17319300,34.944998
random_index,1982464,1936.000000,1.890625,495616,1370400,2.765044
sequential,1983488,1937.000000,1.891602,495872,286200,0.577165
random,1983488,1937.000000,1.891602,495872,16667300,33.612102
random_index,1983488,1937.000000,1.891602,495872,1956200,3.944970
sequential,1984512,1938.000000,1.892578,496128,286900,0.578278
random,1984512,1938.000000,1.892578,496128,16500300,33.258151
random_index,1984512,1938.000000,1.892578,496128,1366300,2.753926
sequential,1985536,1939.000000,1.893555,496384,396100,0.797971
random,1985536,1939.000000,1.893555,496384,16277600,32.792354
random_index,1985536,1939.000000,1.893555,496384,1303300,2.625588
sequential,1986560,1940.000000,1.894531,496640,290800,0.585535
random,1986560,1940.000000,1.894531,496640,16921200,34.071360
random_index,1986560,1940.000000,1.894531,496640,1330800,2.679607
sequential,1987584,1941.000000,1.895508,496896,286800,0.577183
random,1987584,1941.000000,1.895508,496896,16563700,33.334340
random_index,1987584,1941.000000,1.895508,496896,1327800,2.672189
sequential,1988608,1942.000000,1.896484,497152,292900,0.589156
random,1988608,1942.000000,1.896484,497152,16648700,33.488148
random_index,1988608,1942.000000,1.896484,497152,1326000,2.667192
sequential,1989632,1943.000000,1.897461,497408,287100,0.577192
random,1989632,1943.000000,1.897461,497408,16903400,33.982968
random_index,1989632,1943.000000,1.897461,497408,1324000,2.661799
sequential,1990656,1944.000000,1.898438,497664,287200,0.577096
random,1990656,1944.000000,1.898438,497664,16557800,33.271042
random_index,1990656,1944.000000,1.898438,497664,1298700,2.609592
sequential,1991680,1945.000000,1.899414,497920,290800,0.584030
random,1991680,1945.000000,1.899414,497920,16611000,33.360781
random_index,1991680,1945.000000,1.899414,497920,1356700,2.724735
sequential,1992704,1946.000000,1.900391,498176,293300,0.588748
random,1992704,1946.000000,1.900391,498176,16707900,33.538147
random_index,1992704,1946.000000,1.900391,498176,1342800,2.695433
sequential,1993728,1947.000000,1.901367,498432,288100,0.578013
random,1993728,1947.000000,1.901367,498432,16508500,33.120867
random_index,1993728,1947.000000,1.901367,498432,1328300,2.664957
sequential,1994752,1948.000000,1.902344,498688,287700,0.576914
random,1994752,1948.000000,1.902344,498688,16958900,34.007034
random_index,1994752,1948.000000,1.902344,498688,1360000,2.727156
sequential,1995776,1949.000000,1.903320,498944,288100,0.577420
random,1995776,1949.000000,1.903320,498944,16646700,33.363864
random_index,1995776,1949.000000,1.903320,498944,1348300,2.702307
sequential,1996800,1950.000000,1.904297,499200,715500,1.433293
random,1996800,1950.000000,1.904297,499200,17186400,34.427885
random_index,1996800,1950.000000,1.904297,499200,1362700,2.729768
sequential,1997824,1951.000000,1.905273,499456,371000,0.742808
random,1997824,1951.000000,1.905273,499456,16885200,33.807182
random_index,1997824,1951.000000,1.905273,499456,1339700,2.682318
sequential,1998848,1952.000000,1.906250,499712,354700,0.709809
random,1998848,1952.000000,1.906250,499712,16708300,33.435859
random_index,1998848,1952.000000,1.906250,499712,1273700,2.548868
sequential,1999872,1953.000000,1.907227,499968,289400,0.578837
random,1999872,1953.000000,1.907227,499968,16834300,33.670755
random_index,1999872,1953.000000,1.907227,499968,1244300,2.488759
sequential,2000896,1954.000000,1.908203,500224,325200,0.650109
random,2000896,1954.000000,1.908203,500224,16641800,33.268696
random_index,2000896,1954.000000,1.908203,500224,1272000,2.542861
sequential,2001920,1955.000000,1.909180,500480,289000,0.577446
random,2001920,1955.000000,1.909180,500480,17002700,33.972786
random_index,2001920,1955.000000,1.909180,500480,1267300,2.532169
sequential,2002944,1956.000000,1.910156,500736,289200,0.577550
random,2002944,1956.000000,1.910156,500736,16764700,33.480117
random_index,2002944,1956.000000,1.910156,500736,1331500,2.659086
sequential,2003968,1957.000000,1.911133,500992,289200,0.577255
random,2003968,1957.000000,1.911133,500992,17203300,34.338472
random_index,2003968,1957.000000,1.911133,500992,1285300,2.565510
sequential,2004992,1958.000000,1.912109,501248,289300,0.577159
random,2004992,1958.000000,1.912109,501248,17819500,35.550267
random_index,2004992,1958.000000,1.912109,501248,1299400,2.592330
sequential,2006016,1959.000000,1.913086,501504,289500,0.577264
random,2006016,1959.000000,1.913086,501504,16727000,33.353672
random_index,2006016,1959.000000,1.913086,501504,1224500,2.441656
sequential,2007040,1960.000000,1.914062,501760,289700,0.577368
random,2007040,1960.000000,1.914062,501760,16824300,33.530572
random_index,2007040,1960.000000,1.914062,501760,1304700,2.600247
sequential,2008064,1961.000000,1.915039,502016,290400,0.578468
random,2008064,1961.000000,1.915039,502016,16983900,33.831392
random_index,2008064,1961.000000,1.915039,502016,1240700,2.471435
sequential,2009088,1962.000000,1.916016,502272,290000,0.577376
random,2009088,1962.000000,1.916016,502272,17021400,33.888809
random_index,2009088,1962.000000,1.916016,502272,1327700,2.643388
sequential,2010112,1963.000000,1.916992,502528,293000,0.583052
random,2010112,1963.000000,1.916992,502528,17348500,34.522454
random_index,2010112,1963.000000,1.916992,502528,1270200,2.527620
sequential,2011136,1964.000000,1.917969,502784,372000,0.739880
random,2011136,1964.000000,1.917969,502784,16857200,33.527718
random_index,2011136,1964.000000,1.917969,502784,1304600,2.594752
sequential,2012160,1965.000000,1.918945,503040,592500,1.177839
random,2012160,1965.000000,1.918945,503040,16771200,33.339695
random_index,2012160,1965.000000,1.918945,503040,1275200,2.534987
sequential,2013184,1966.000000,1.919922,503296,291400,0.578983
random,2013184,1966.000000,1.919922,503296,17200700,34.176111
random_index,2013184,1966.000000,1.919922,503296,1309400,2.601650
sequential,2014208,1967.000000,1.920898,503552,301700,0.599144
random,2014208,1967.000000,1.920898,503552,16904900,33.571309
random_index,2014208,1967.000000,1.920898,503552,1300800,2.583249
sequential,2015232,1968.000000,1.921875,503808,355900,0.706420
random,2015232,1968.000000,1.921875,503808,16684900,33.117577
random_index,2015232,1968.000000,1.921875,503808,1253700,2.488448
sequential,2016256,1969.000000,1.922852,504064,290900,0.577109
random,2016256,1969.000000,1.922852,504064,18200300,36.107121
random_index,2016256,1969.000000,1.922852,504064,1298100,2.575268
sequential,2017280,1970.000000,1.923828,504320,291000,0.577015
random,2017280,1970.000000,1.923828,504320,16926700,33.563412
random_index,2017280,1970.000000,1.923828,504320,1314400,2.606282
sequential,2018304,1971.000000,1.924805,504576,348000,0.689688
random,2018304,1971.000000,1.924805,504576,17248700,34.184543
random_index,2018304,1971.000000,1.924805,504576,1319400,2.614869
sequential,2019328,1972.000000,1.925781,504832,529900,1.049656
random,2019328,1972.000000,1.925781,504832,17139800,33.951493
random_index,2019328,1972.000000,1.925781,504832,1219400,2.415457
sequential,2020352,1973.000000,1.926758,505088,291400,0.576929
random,2020352,1973.000000,1.926758,505088,16954500,33.567418
random_index,2020352,1973.000000,1.926758,505088,1283300,2.540745
sequential,2021376,1974.000000,1.927734,505344,293500,0.580792
random,2021376,1974.000000,1.927734,505344,16633000,32.914213
random_index,2021376,1974.000000,1.927734,505344,1304400,2.581212
sequential,2022400,1975.000000,1.928711,505600,291900,0.577334
random,2022400,1975.000000,1.928711,505600,16833600,33.294304
random_index,2022400,1975.000000,1.928711,505600,1270900,2.513647
sequential,2023424,1976.000000,1.929688,505856,292300,0.577832
random,2023424,1976.000000,1.929688,505856,17028000,33.661754
random_index,2023424,1976.000000,1.929688,505856,1337400,2.643835
sequential,2024448,1977.000000,1.930664,506112,292200,0.577343
random,2024448,1977.000000,1.930664,506112,16964900,33.520051
random_index,2024448,1977.000000,1.930664,506112,1329600,2.627086
sequential,2025472,1978.000000,1.931641,506368,292300,0.577248
random,2025472,1978.000000,1.931641,506368,16691700,32.963576
random_index,2025472,1978.000000,1.931641,506368,1300400,2.568093
sequential,2026496,1979.000000,1.932617,506624,403500,0.796449
random,2026496,1979.000000,1.932617,506624,16810600,33.181610
random_index,2026496,1979.000000,1.932617,506624,1302500,2.570940
sequential,2027520,1980.000000,1.933594,506880,318700,0.628748
random,2027520,1980.000000,1.933594,506880,18611600,36.717961
random_index,2027520,1980.000000,1.933594,506880,1671700,3.298019
sequential,2028544,1981.000000,1.934570,507136,342900,0.676150
random,2028544,1981.000000,1.934570,507136,18576900,36.631002
random_index,2028544,1981.000000,1.934570,507136,1402800,2.766122
sequential,2029568,1982.000000,1.935547,507392,299900,0.591062
random,2029568,1982.000000,1.935547,507392,18597600,36.653317
random_index,2029568,1982.000000,1.935547,507392,1563700,3.081838
sequential,2030592,1983.000000,1.936523,507648,311200,0.613023
random,2030592,1983.000000,1.936523,507648,18028600,35.513978
random_index,2030592,1983.000000,1.936523,507648,1375500,2.709555
sequential,2031616,1984.000000,1.937500,507904,293000,0.576881
random,2031616,1984.000000,1.937500,507904,17794100,35.034377
random_index,2031616,1984.000000,1.937500,507904,1321800,2.602460
sequential,2032640,1985.000000,1.938477,508160,293400,0.577377
random,2032640,1985.000000,1.938477,508160,17325900,34.095364
random_index,2032640,1985.000000,1.938477,508160,1385200,2.725913
sequential,2033664,1986.000000,1.939453,508416,293400,0.577086
random,2033664,1986.000000,1.939453,508416,17393100,34.210371
random_index,2033664,1986.000000,1.939453,508416,1340400,2.636424
sequential,2034688,1987.000000,1.940430,508672,293800,0.577582
random,2034688,1987.000000,1.940430,508672,19211200,37.767363
random_index,2034688,1987.000000,1.940430,508672,1572900,3.092169
sequential,2035712,1988.000000,1.941406,508928,525600,1.032759
random,2035712,1988.000000,1.941406,508928,17324200,34.040572
random_index,2035712,1988.000000,1.941406,508928,1291500,2.537687
sequential,2036736,1989.000000,1.942383,509184,293800,0.577002
random,2036736,1989.000000,1.942383,509184,16993000,33.373005
random_index,2036736,1989.000000,1.942383,509184,1779900,3.495593
sequential,2037760,1990.000000,1.943359,509440,428400,0.840923
random,2037760,1990.000000,1.943359,509440,16901100,33.175840
random_index,2037760,1990.000000,1.943359,509440,1297000,2.545933
sequential,2038784,1991.000000,1.944336,509696,294200,0.577207
random,2038784,1991.000000,1.944336,509696,16981000,33.315937
random_index,2038784,1991.000000,1.944336,509696,1346700,2.642163
sequential,2039808,1992.000000,1.945312,509952,294600,0.577701
random,2039808,1992.000000,1.945312,509952,17073300,33.480210
random_index,2039808,1992.000000,1.945312,509952,1439500,2.822815
sequential,2040832,1993.000000,1.946289,510208,294600,0.577412
random,2040832,1993.000000,1.946289,510208,18811100,36.869473
random_index,2040832,1993.000000,1.946289,510208,1335100,2.616776
sequential,2041856,1994.000000,1.947266,510464,294700,0.577318
random,2041856,1994.000000,1.947266,510464,17663300,34.602440
random_index,2041856,1994.000000,1.947266,510464,1375600,2.694803
sequential,2042880,1995.000000,1.948242,510720,295000,0.577616
random,2042880,1995.000000,1.948242,510720,17091200,33.464912
random_index,2042880,1995.000000,1.948242,510720,1294200,2.534070
sequential,2043904,1996.000000,1.949219,510976,296600,0.580458
random,2043904,1996.000000,1.949219,510976,16992500,33.254987
random_index,2043904,1996.000000,1.949219,510976,1295000,2.534366
sequential,2044928,1997.000000,1.950195,511232,368900,0.721590
random,2044928,1997.000000,1.950195,511232,16905900,33.068939
random_index,2044928,1997.000000,1.950195,511232,1400100,2.738678
sequential,2045952,1998.000000,1.951172,511488,487000,0.952124
random,2045952,1998.000000,1.951172,511488,17200500,33.628355
random_index,2045952,1998.000000,1.951172,511488,1382400,2.702703
sequential,2046976,1999.000000,1.952148,511744,440600,0.860977
random,2046976,1999.000000,1.952148,511744,17294200,33.794632
random_index,2046976,1999.000000,1.952148,511744,1363600,2.664614
sequential,2048000,2000.000000,1.953125,512000,295500,0.577148
random,2048000,2000.000000,1.953125,512000,17082300,33.363867
random_index,2048000,2000.000000,1.953125,512000,1452900,2.837695
sequential,2049024,2001.000000,1.954102,512256,295700,0.577250
random,2049024,2001.000000,1.954102,512256,17075400,33.333724
random_index,2049024,2001.000000,1.954102,512256,1403900,2.740622
sequential,2050048,2002.000000,1.955078,512512,309800,0.604474
random,2050048,2002.000000,1.955078,512512,17311700,33.778136
random_index,2050048,2002.000000,1.955078,512512,1301600,2.539648
sequential,2051072,2003.000000,1.956055,512768,296100,0.577454
random,2051072,2003.000000,1.956055,512768,18822000,36.706659
random_index,2051072,2003.000000,1.956055,512768,1386300,2.703562
sequential,2052096,2004.000000,1.957031,513024,305900,0.596268
random,2052096,2004.000000,1.957031,513024,17327900,33.776003
random_index,2052096,2004.000000,1.957031,513024,1374300,2.678822
sequential,2053120,2005.000000,1.958008,513280,296300,0.577268
random,2053120,2005.000000,1.958008,513280,17761000,34.602946
random_index,2053120,2005.000000,1.958008,513280,1381500,2.691513
sequential,2054144,2006.000000,1.958984,513536,296500,0.577369
random,2054144,2006.000000,1.958984,513536,17072900,33.245771
random_index,2054144,2006.000000,1.958984,513536,1419600,2.764363
sequential,2055168,2007.000000,1.959961,513792,296700,0.577471
random,2055168,2007.000000,1.959961,513792,17217400,33.510448
random_index,2055168,2007.000000,1.959961,513792,1278100,2.487583
sequential,2056192,2008.000000,1.960938,514048,428100,0.832802
random,2056192,2008.000000,1.960938,514048,17176500,33.414195
random_index,2056192,2008.000000,1.960938,514048,1399800,2.723092
sequential,2057216,2009.000000,1.961914,514304,297000,0.577479
random,2057216,2009.000000,1.961914,514304,17533200,34.091121
random_index,2057216,2009.000000,1.961914,514304,1377900,2.679155
sequential,2058240,2010.000000,1.962891,514560,297000,0.577192
random,2058240,2010.000000,1.962891,514560,17255700,33.534865
random_index,2058240,2010.000000,1.962891,514560,1391500,2.704252
sequential,2059264,2011.000000,1.963867,514816,297100,0.577099
random,2059264,2011.000000,1.963867,514816,17331100,33.664649
random_index,2059264,2011.000000,1.963867,514816,1374800,2.670469
sequential,2060288,2012.000000,1.964844,515072,385500,0.748439
random,2060288,2012.000000,1.964844,515072,17058600,33.118865
random_index,2060288,2012.000000,1.964844,515072,1409800,2.737093
sequential,2061312,2013.000000,1.965820,515328,297600,0.577496
random,2061312,2013.000000,1.965820,515328,17176800,33.331781
random_index,2061312,2013.000000,1.965820,515328,1401400,2.719433
sequential,2062336,2014.000000,1.966797,515584,297600,0.577210
random,2062336,2014.000000,1.966797,515584,17155600,33.274112
random_index,2062336,2014.000000,1.966797,515584,1377100,2.670952
sequential,2063360,2015.000000,1.967773,515840,306100,0.593401
random,2063360,2015.000000,1.967773,515840,17405000,33.741083
random_index,2063360,2015.000000,1.967773,515840,1308200,2.536058
sequential,2064384,2016.000000,1.968750,516096,298000,0.577412
random,2064384,2016.000000,1.968750,516096,17458300,33.827621
random_index,2064384,2016.000000,1.968750,516096,1386000,2.685547
sequential,2065408,2017.000000,1.969727,516352,298000,0.577126
random,2065408,2017.000000,1.969727,516352,17121700,33.158969
random_index,2065408,2017.000000,1.969727,516352,1430500,2.770397
sequential,2066432,2018.000000,1.970703,516608,298200,0.577227
random,2066432,2018.000000,1.970703,516608,17258500,33.407342
random_index,2066432,2018.000000,1.970703,516608,1343700,2.601005
sequential,2067456,2019.000000,1.971680,516864,302200,0.584680
random,2067456,2019.000000,1.971680,516864,17181000,33.240853
random_index,2067456,2019.000000,1.971680,516864,1393700,2.696454
sequential,2068480,2020.000000,1.972656,517120,298400,0.577042
random,2068480,2020.000000,1.972656,517120,17584200,34.004100
random_index,2068480,2020.000000,1.972656,517120,1413800,2.733988
sequential,2069504,2021.000000,1.973633,517376,301600,0.582942
random,2069504,2021.000000,1.973633,517376,17455500,33.738519
random_index,2069504,2021.000000,1.973633,517376,1277400,2.468997
sequential,2070528,2022.000000,1.974609,517632,298900,0.577437
random,2070528,2022.000000,1.974609,517632,17590100,33.981864
random_index,2070528,2022.000000,1.974609,517632,1379300,2.664634
sequential,2071552,2023.000000,1.975586,517888,302500,0.584103
random,2071552,2023.000000,1.975586,517888,17913400,34.589332
random_index,2071552,2023.000000,1.975586,517888,1299400,2.509037
sequential,2072576,2024.000000,1.976562,518144,300000,0.578990
random,2072576,2024.000000,1.976562,518144,18914000,36.503366
random_index,2072576,2024.000000,1.976562,518144,1530600,2.954005
sequential,2073600,2025.000000,1.977539,518400,300100,0.578897
random,2073600,2025.000000,1.977539,518400,17260700,33.296103
random_index,2073600,2025.000000,1.977539,518400,1408500,2.717014
sequential,2074624,2026.000000,1.978516,518656,302800,0.583817
random,2074624,2026.000000,1.978516,518656,17447900,33.640602
random_index,2074624,2026.000000,1.978516,518656,1360500,2.623126
sequential,2075648,2027.000000,1.979492,518912,299400,0.576976
random,2075648,2027.000000,1.979492,518912,17291600,33.322798
random_index,2075648,2027.000000,1.979492,518912,1380600,2.660567
sequential,2076672,2028.000000,1.980469,519168,299600,0.577077
random,2076672,2028.000000,1.980469,519168,17524400,33.754777
